,project_id,requirement,label,source,model,zero_shot,few_shot,zero_shot_cot,raw_inst
14,1,'The table side of the display shall be split into 2 regions: sequential and temporal.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
15,1,'The top 1/4 of the table will hold events that are to occur sequentially.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
16,1,'The bottom 3/4 of the table will hold events that occur according to its relevance to current time.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
17,1,'The system shall color code events according to their variance from current time.',nonsec,promise_exp,gemma,sec,nonsec,nonsec,nonsec
18,1,'The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
19,1,'The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.',nonsec,promise_exp,gemma,sec,sec,sec,sec
20,1,'The system shall allow modification of the display.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
21,1,'The system shall offer a display of all the Events in the exercise.',nonsec,promise_exp,gemma,sec,nonsec,nonsec,nonsec
22,1,'The system shall filter data by: Venues and Key Events.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
23,1,'The system shall allow a user to define the time segments',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
24,1,'The system shall display the local and exercise time in separate clocks',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
25,1,'The system shall offer the ability to pause and resume the refresh of data.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
26,1,'The system shall provide charts for the Activity or Event actual versus assumed time.',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
27,1,'The system shall provide a history report of changes made to the Activity or Event data',nonsec,promise_exp,gemma,sec,sec,sec,sec
28,2,'The look and feel of the system shall conform to the user interface standards of the smart device.',nonsec,promise_exp,gemma,sec,nonsec,nonsec,nonsec
29,2,'The user interface shall have standard menus buttons for navigation',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
30,2,'The system shall have a professional appearance',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
31,2,'The product shall have a consistent color scheme and fonts.',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
32,2,'The system shall be used by realtors with no training.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
33,2,'The system shall be intuitive and self explanatory.',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
34,2,'The product shall be easy for a realtor to learn.',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
35,2,'The product shall use symbols and words that are naturally understandable by the realtor community.',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
36,2,'The product shall produce search results in an acceptable time',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
37,2,'The search results shall be returned no later 30 seconds  after the user has entered the search criteria',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
38,2,'The product shall generate a CMA report in an acceptable time.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
39,2,'The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
40,2,'The product shall synchronize contacts and appointments in an acceptable time.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
41,2,'The product shall synchronize with the office system every hour.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
42,2,'The product shall be available for use 24 hours per day 365 days  per year',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
43,2,'Out of 1000 accesses to the system the system is available 999 times.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
44,2,'The product shall operate in offline mode whenever internet connection is unavailable.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
45,2,'The product shall allow the user to view previously downloaded search results CMA reports  and appointments.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
46,2,'The product shall retain user preferences in the event of a failure.',nonsec,promise_exp,gemma,sec,sec,sec,sec
47,2,'100% of saved user preferences shall be restored when system comes back online.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
48,2,'The product shall be able to support multiple remote users',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
49,2,'The product shall be able support 1000 simultaneous users.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
50,2,'The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
51,2,'The product shall be installed by an untrained realtor without recourse to separately-printed instructions.',nonsec,promise_exp,gemma,sec,sec,sec,sec
52,2,'90% of untrained realtors shall be able to install the product on their device without printed instructions',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
53,2,'The product is expected to run on Windows CE and Palm operating systems.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
54,2,'Only registered realtors shall be able to access the system.',sec,promise_exp,gemma,sec,sec,sec,sec
55,2,'Every user of the system shall be authenticated and authorized.',sec,promise_exp,gemma,sec,sec,sec,sec
56,2,'The product shall prevent its data from incorrect data being introduced.',sec,promise_exp,gemma,sec,sec,sec,sec
57,2,'The system shall allow a real estate agent to query MLS information',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
58,2,'The user shall be able to get driving directions to a selected property',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
59,2,'The user shall be able to download appointments and contact information for clients',nonsec,promise_exp,gemma,sec,sec,sec,sec
60,2,'The system shall display clear property images in the search results',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
61,2,'The system shall update or create new property listings in the MLS',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
62,2,'Realtor shall be able to generate a CMA report based on property criteria',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
63,2,'The system shall be able to call the seller or buyer to schedule an appointment',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
64,2,'The realtor shall be notified of new client appointments after automatic synchronization with office system',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
65,2,'The realtor shall be able to retrieve a map showing property locations for a specified area',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
66,2,'The system shall notify the realtor when a seller or buyer responds to an appointment request',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
67,2,'The product shall allow the user to save the property search results.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
68,3,'The system shall be easy to use by the Program Administrators/Nursing Staff Members.',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
69,3,'All of the users shall be able to use the system after one day of training.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
70,3,'The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
71,3,'The number of mistakes noted by the students shall be decreased by 50% in the first year.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
72,3,'The system shall be intuitive to the Program Administrators/Nursing Staff Members.',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
73,3,'2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
74,3,'The system shall use symbols and words that are naturally understandable by the user community.',nonsec,promise_exp,gemma,nonsec,nonsec,sec,nonsec
75,3,'The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
76,3,'Staff members shall be able to complete a set of tasks in a timely manner.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
77,3,'The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
78,3,'The system shall be available for use between the hours of 8am and 6pm.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
79,3,'The system shall achieve 95% up time.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
80,3,'system shall be able to handle all of the user requests/usage during business hours.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
81,3,'The system shall cater to 10 simultaneous users from 9am to 5pm.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
82,3,'The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
83,3,'The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.',nonsec,promise_exp,gemma,sec,nonsec,nonsec,nonsec
84,3,'The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
85,3,'The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
86,3,'The system shall operate within the Windows XP Professional operating system.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
87,3,'The system shall interface with CampusConnect\92s central server',nonsec,promise_exp,gemma,sec,sec,sec,sec
88,3,'The system shall interface with the faculty central server.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
89,3,'The system shall interface with the student master server.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
90,3,'We must be able to interface with any HTML browser.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
91,3,'Only authorized users shall have access to clinical site information.',sec,promise_exp,gemma,sec,sec,sec,sec
92,3,'Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details.',sec,promise_exp,gemma,sec,sec,sec,sec
93,3,'Only authorized users shall have access to students\92 personal information.',sec,promise_exp,gemma,sec,sec,sec,sec
94,3,'Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students\92 personal information.',sec,promise_exp,gemma,sec,sec,sec,sec
95,3,'Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.',sec,promise_exp,gemma,sec,sec,sec,sec
96,3,'Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.',sec,promise_exp,gemma,sec,sec,sec,sec
97,3,'The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced.',sec,promise_exp,gemma,sec,sec,sec,sec
98,3,'The system shall protect private information in accordance with the organization\92s information policy.',sec,promise_exp,gemma,sec,sec,sec,sec
99,3,'The system shall be built such that it is as secure as possible from malicious interference.',sec,promise_exp,gemma,sec,sec,sec,sec
100,3,'The system shall use the organization\92s standard virus protection software to help monitor threats to itself.',sec,promise_exp,gemma,sec,sec,sec,sec
101,3,'A cohort shall be associated to one Program of Study offered by the department.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
102,3,'Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
103,3,'Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
104,3,'Students added to a cohort shall be eligible for the cohort\92s Program of Study.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
105,3,'Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
106,3,'For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
107,3,'Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
108,3,'Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
109,3,'Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system  identified by start month and year.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
110,3,'Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
111,3,'A class shall be either a non-clinical class or a clinical class.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
112,3,'A non-clinical class shall specify the course name  lecture room requirements  and instructor needs.',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
113,3,'A clinical class shall specify the course name  lecture room requirements  clinical site needs  lecture instructor needs  and clinical lab instructor needs.',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
114,3,'Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
115,3,'A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
116,3,'Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study',nonsec,promise_exp,gemma,sec,sec,sec,sec
117,3,'The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members\92 planning purposes.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
118,3,'The report of needed classes shall include (but not be limited to) classes to be offered  number of sections needed  number of labs needed  and room types needed.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
119,3,'Classes for a given cohort shall not conflict with regards to the time and day that they are offered.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
120,3,'Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
121,3,'Clinical site information shall include (but not be limited to) the name of the site  contact person  and contact information.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
122,3,'Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
123,3,'A clinical lab section shall include the clinical site name  the class  instructor  day and time of the lab.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
124,3,'Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.',nonsec,promise_exp,gemma,sec,sec,sec,sec
125,3,'The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.',nonsec,promise_exp,gemma,sec,sec,sec,sec
126,3,'The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
127,3,'Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.',nonsec,promise_exp,gemma,sec,sec,sec,sec
128,3,'A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.',nonsec,promise_exp,gemma,sec,sec,sec,sec
129,3,'A staff member shall have the ability to manage the progress of a part time student  which includes modifying their sequence of classes and timeline of classes.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
130,3,'The system shall be able to display a printable summary for individual cohorts  which will include the students enlisted  the Program of study  sequence of classes  cohort progress through the program  and timeline of completion.',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
131,3,'The system shall be able to display a printable summary for individual clinical sites  which will include information on labs being held at that site for the given quarter (Clinical site  general information on labs held at that location  dates and times of all labs held there).',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
132,3,'The system shall be able to display a printable summary for individual clinical labs  which will include (but not be limited to) class name  class number  lab section  listing of students enrolled  instructor  day(s)  time  and location.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
133,3,'The system shall be able to display a printable summary for individual nursing students  which will include (but not be limited to) student name  student ID  admission date  classes  credits  GPA  and the cohort that the student is enrolled in.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
134,3,'The system shall be able to display a printable summary of the system log.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
135,3,'The system shall contain contact information (e-mail and phone number) for all people relevant to the system  including (but not limited to) staff members  students  lecture instructors  clinical lab instructors  and clinical site administrators.',nonsec,promise_exp,gemma,sec,sec,sec,sec
136,3,'The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.',nonsec,promise_exp,gemma,sec,sec,sec,sec
137,3,'The system will notify affected parties for routine communication purposes  including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.',nonsec,promise_exp,gemma,nonsec,nonsec,nonsec,nonsec
138,3,'The system will notify affected parties when changes occur affecting clinicals  including but not limited to clinical section capacity changes  and clinical section cancellations.',nonsec,promise_exp,gemma,sec,sec,sec,sec
139,3,'The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
140,3,'The system will notify affected parties when changes occur affecting cohorts  including but not limited to changes to the sequence for a cohort\92s program of study and changes to a given week\92s schedule (lab cancelled this week due to instructor illness).',nonsec,promise_exp,gemma,sec,sec,sec,sec
141,3,'The system will notify affected parties when changes occur affecting specific students  including but not limited to changing a student\92s status from full time to part time and moving a student to a different clinical section.',nonsec,promise_exp,gemma,sec,sec,sec,sec
142,3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier  program of study  preferred sequence of classes and quarters that a cohort will be taking specific classes.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
143,3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department including the Program of study name  and required classes for that Program of Study.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
144,3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site  including the clinical site name  site contact person  contact information  and address.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
145,3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section  including the clinical site name the department/section for the lab  the class instructor day and time of lab and contact information.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
146,3,'Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student  including student ID  student name phone number e-mail status (full time or part time) and program of study.',nonsec,promise_exp,gemma,sec,sec,sec,sec
147,4,'The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.',nonsec,promise_exp,gemma,sec,sec,sec,sec
148,4,'All screens created as part of the Disputes application must comply with corporate standards for interface creation.',nonsec,promise_exp,gemma,sec,sec,sec,sec
149,4,'The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
150,4,'100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
151,4,'100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
152,4,'100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
153,4,'The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
154,4,'The Disputes application shall support 350 concurrent users without any degradation of performance in the application.',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
155,4,' The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.  Monday \96 Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST',nonsec,promise_exp,gemma,sec,nonsec,sec,nonsec
156,4,'The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database',nonsec,promise_exp,gemma,sec,sec,sec,sec
157,4,'The Disputes application shall interface with the Cardmember Information Database. The Cardmember Information Database provides detailed information with regard to a cardmember. All cardmember detail information must be obtained from the Cardmember Information Database.',nonsec,promise_exp,gemma,sec,sec,sec,sec
158,4,'The Disputes applications shall interface with the Merchant Information Database. The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.',nonsec,promise_exp,gemma,sec,sec,sec,sec
159,4,'The Disputes application shall interface with the Letters application.  This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
160,4,'The Disputes application shall interface with the Cardmember Posting and Billing System.  This will allow the Disputes application to request adjustments to cardmember and merchant\92s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.',nonsec,promise_exp,gemma,sec,sec,sec,sec
161,4,'The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.',sec,promise_exp,gemma,sec,sec,sec,sec
162,4,'Only users with Update access must be able to initiate dispute requests.',sec,promise_exp,gemma,sec,sec,sec,sec
163,4,'The Disputes application shall ensure that only authorized users are allowed to logon to the application.',sec,promise_exp,gemma,sec,sec,sec,sec
164,4,'All authorized users  once authenticated must be able to logon to the Disputes System',sec,promise_exp,gemma,sec,sec,sec,sec
165,4,'The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user\92s access level. The report will be reviewed for auditing purposes.',sec,promise_exp,gemma,sec,sec,sec,sec
166,4,'All additions of new users and modifications to user\92s access shall be recorded on the User Report.',sec,promise_exp,gemma,sec,sec,sec,sec
167,4,'If a user account is revoked  it can only be re-instantiated by the System Administrator.',sec,promise_exp,gemma,sec,sec,sec,sec
168,4,'Only the System Administrator shall be able to reset a revoked user logon account',sec,promise_exp,gemma,sec,sec,sec,sec
169,4,'The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.',sec,promise_exp,gemma,sec,sec,sec,sec
170,4,'All updates to data files or database must be initiated from the Disputes System.',sec,promise_exp,gemma,sec,sec,sec,sec
171,4,'The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.',nonsec,promise_exp,gemma,sec,sec,sec,sec
172,4,'All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.',nonsec,promise_exp,gemma,sec,sec,sec,sec
173,4,'The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.',nonsec,promise_exp,gemma,sec,sec,sec,sec
174,4,'All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.',nonsec,promise_exp,gemma,sec,sec,sec,sec
175,4,'The Disputes application must maintain a detailed history of every action that a user takes on a dispute case.  This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.',nonsec,promise_exp,gemma,sec,sec,sec,sec
176,4,'All actions that modify an existing dispute case must be recorded in the case history.',nonsec,promise_exp,gemma,sec,sec,sec,sec
177,4,'The Disputes System must be accessible by both internal and external users.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
178,4,'The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.',nonsec,promise_exp,gemma,sec,sec,sec,sec
179,4,'The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
180,4,'The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.',nonsec,promise_exp,gemma,sec,sec,sec,sec
181,4,'The Disputes System shall provide view access capability for authorized users of the application.',nonsec,promise_exp,gemma,sec,sec,sec,sec
182,4,'The Disputes System shall provide update access capability for authorized users of the application.',nonsec,promise_exp,gemma,sec,sec,sec,sec
183,4,'The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.',nonsec,promise_exp,gemma,sec,sec,sec,sec
184,4,'The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.',nonsec,promise_exp,gemma,sec,sec,sec,sec
185,4,'The Disputes System will provide the user the ability to create or initiate a ticket retrieval request.   As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request.  The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
186,4,'The Disputes System must allow the user to create three unique types of ticket retrieval requests.  The three types of ticket retrieval requests are (1) Request for original receipt (2) Request for a copy of the receipt or (3) Request for a portfolio. A portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
187,4,'The Disputes System must prevent external users from requesting original receipts. Requests for original receipts are restricted to internal users.',nonsec,promise_exp,gemma,sec,sec,sec,sec
188,4,'The Disputes System must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information; the dispute case number  the type of retrieval requested (copy  original or portfolio)  and the date that the merchant response is due.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
189,4,'The Disputes System shall allow the user to create or initiate a chargeback request.  The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.',nonsec,promise_exp,gemma,sec,sec,sec,sec
190,4,'The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information; the dispute case number  the type of chargeback requested (pending or immediate)  and the date that the merchant response is due.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
191,4,'The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.',nonsec,promise_exp,gemma,sec,sec,sec,sec
192,4,'The Disputes System shall accurately provide a list of possible reason codes for a given transaction.  The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to  according to the business rules defined for the Disputes System.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
193,4,'The Disputes System must provide the ability to view existing dispute cases.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
194,4,'The Disputes System must provide Search functionality.  The search method must include the ability to search by (1) the dispute case number  (2) the merchant account number  (3) the cardmember account number and (4) the issuer number.  In addition to the above criteria  the search functionality must further allow the user to limit the results of the search by a date range  the type of dispute (ticket retrieval request or chargeback notification)  the case status (open  closed or all) and the dispute reason code.',nonsec,promise_exp,gemma,sec,sec,sec,nonsec
